SEGRADES,SEGRADEQ,SEENJOY,SEABSNT,SCCHOICE,SPUBCHOIX,SCONSIDR,EDCPUB,SCHLHRSWK,FHHOME,FHWKHRS,FHAMOUNT,FHCAMT,FHPLACE,FHCHECKX,FHHELP,FSSPORTX,FSVOL,FSMTNG,FSPTMTNG,FSATCNFN,FSFUNDRS,FSCOMMTE,FSCOUNSLR,FSFREQ,FSNOTESX,FSMEMO,FCSCHOOL,FCTEACHR,FCSTDS,FCORDER,FCSUPPRT,FOSTORY2X,FOCRAFTS,FOGAMES,FOBUILDX,FOSPORT,FORESPON,FOHISTX,FODINNERX,FOLIBRAYX,FOBOOKSTX,CDOBMM,CDOBYY,CSEX,ALLGRADEX,CSPEAKX,HHTOTALXX,RELATION,P1REL,P1SEX,P1MRSTA,P1EMPL,P1HRSWK,P1AGE,P2GUARD,TTLHHINC,OWNRNTHB,CHLDNT,DSBLTY,HHPARN19X,NUMSIBSX,PARGRADEX,RACEETH,CENREG,ZIPLOCL,HDHEALTH,SEFUTUREX,INTACC,EINTNET,success_binary,engagement_count,homework_intensity,school_involvement,communication_index,enrichment_count,has_choice,child_age
1,1,1,1,2,1,2,1,4,4,8,1,1,1,2,1,2,2,1,2,2,1,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,1,7,2,1,11,2004,1,11,2,4,1,1,2,1,1,40,43,1,11,2,1,2,1,1,4,3,4,11,2,5,1,4,1,3,2.3333333333333335,1.75,1,1,0,15
2,2,2,1,1,3,1,1,4,3,9,3,1,1,3,5,1,1,1,1,1,2,2,1,8,2,1,1,1,2,1,2,2,2,2,2,1,2,1,2,2,2,3,2005,1,11,2,4,1,1,2,4,2,70,42,2,2,2,2,2,2,2,2,2,1,11,1,5,1,4,1,6,3.6666666666666665,1.25,1.3333333333333333,1,1,14
5,1,1,1,1,1,1,1,4,2,1,2,1,1,4,2,1,1,1,2,1,1,2,2,5,1,1,1,1,1,1,1,1,1,2,1,1,1,2,7,2,2,11,2012,2,2,2,4,2,1,1,1,2,30,39,1,11,1,1,2,1,1,5,4,2,11,1,6,1,4,NA,5,2.6666666666666665,1.5,1,4,1,7
2,2,2,1,1,1,1,1,2,4,20,1,1,1,4,4,1,2,1,1,1,2,2,2,5,1,2,1,2,1,1,1,1,1,1,1,1,1,1,3,2,2,1,2012,1,4,2,5,1,1,2,1,1,40,38,1,6,2,1,2,1,1,3,2,2,21,1,6,1,4,1,4,4,1.5,1.3333333333333333,5,1,7
5,2,2,1,2,3,1,1,4,2,1,3,1,1,4,2,1,1,1,1,1,2,2,2,6,2,1,2,1,2,2,1,1,2,1,1,2,1,1,4,2,2,9,2012,1,4,6,5,2,1,1,1,1,80,38,1,9,1,3,2,1,1,5,5,1,21,3,6,3,4,NA,5,2.6666666666666665,1.25,1.6666666666666667,3,0,7
2,3,1,1,1,1,2,1,4,4,9,1,2,1,4,4,2,2,2,2,2,2,2,2,0,2,2,1,1,1,1,1,1,1,1,1,1,1,2,7,1,1,11,2010,2,5,2,4,2,1,1,1,1,40,32,1,8,1,1,1,1,1,4,3,2,21,1,4,1,4,1,0,4,2,1.3333333333333333,7,1,9
5,3,2,1,1,3,2,1,4,3,8,1,2,1,4,3,1,2,1,1,1,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,3,2010,2,6,2,5,1,1,2,1,1,40,40,1,9,2,2,2,1,1,3,2,3,21,3,4,1,4,NA,4,3.3333333333333335,1.5,1,6,1,9
2,3,2,1,1,1,2,1,4,3,2,1,1,1,3,2,1,2,1,2,1,1,2,2,10,2,1,1,1,1,1,1,2,1,2,1,1,1,2,7,2,2,2,2009,1,7,5,4,2,1,1,1,1,40,39,1,8,2,1,2,1,1,5,4,4,11,2,4,1,1,1,4,2.6666666666666665,1.75,1.3333333333333333,3,1,10
2,3,3,4,1,1,1,2,4,4,15,2,2,1,4,2,1,1,1,2,1,2,2,1,4,1,1,2,1,2,1,2,2,2,1,2,2,1,1,5,2,2,2,2002,2,14,3,4,1,1,1,1,1,40,51,1,3,1,2,2,1,1,2,3,4,12,4,4,1,4,1,5,3.3333333333333335,1.5,1.3333333333333333,1,1,17
4,3,3,2,1,1,2,1,4,3,5,2,2,2,2,4,2,2,2,2,2,2,2,2,0,2,1,2,3,3,2,4,2,2,2,2,2,2,2,6,2,2,12,2002,2,13,2,5,5,1,1,3,1,24,38,1,2,1,3,2,3,1,4,1,4,21,3,4,1,4,0,0,3,2,2.3333333333333335,0,1,17
1,1,2,1,2,2,2,1,4,2,4,3,1,1,4,1,2,2,1,1,1,1,2,2,3,2,2,4,2,4,4,3,2,2,1,2,1,1,2,7,2,1,3,2002,1,14,2,5,2,1,1,1,1,55,61,1,8,1,1,2,1,1,4,3,2,33,1,6,1,4,1,4,2.3333333333333335,1.5,2.6666666666666665,3,0,17
NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,7,1,1,2,2010,2,6,2,4,1,1,2,1,5,NA,39,1,7,1,3,2,1,1,4,3,4,23,1,5,1,NA,NA,0,NA,NA,NA,7,0,9
2,3,2,3,2,2,2,1,4,3,2,1,1,2,4,1,2,1,1,2,2,2,2,2,1,1,1,2,2,1,1,1,2,2,1,1,2,2,2,2,2,2,3,2005,1,11,2,3,1,1,2,3,1,50,43,2,9,1,1,2,2,1,4,1,4,21,3,5,1,4,1,2,2.6666666666666665,1.5,1.6666666666666667,2,0,14
1,1,1,1,1,2,2,1,4,4,30,2,2,1,1,1,1,2,1,1,2,1,2,2,2,1,1,2,2,1,1,2,1,2,2,2,1,2,1,7,2,2,9,2001,2,15,2,4,2,1,1,1,1,40,56,1,12,1,1,2,1,1,5,4,4,13,1,6,1,4,1,4,2,1.5,1.6666666666666667,2,1,18
1,2,2,1,1,3,2,1,4,2,3,1,1,1,4,1,1,2,1,2,2,1,2,2,6,2,1,1,1,1,1,2,1,1,2,1,2,1,1,2,2,1,5,2007,2,9,2,4,1,1,2,1,1,45,36,1,8,1,2,2,1,1,4,1,2,41,1,4,1,4,1,3,2.3333333333333335,1.75,1.3333333333333333,4,1,12
5,3,2,1,2,1,1,1,3,3,5,3,3,1,4,2,1,2,1,2,1,1,2,2,5,1,1,2,3,2,2,2,1,1,2,2,2,1,1,5,2,1,1,2008,2,8,2,3,1,2,2,1,1,30,47,1,8,1,1,1,1,0,4,4,4,22,2,6,1,4,NA,4,3,1.75,2,3,0,11
1,1,1,1,2,2,1,1,4,3,7,1,1,1,4,2,2,2,1,1,1,1,2,2,5,1,1,2,1,1,2,1,1,1,1,1,1,1,1,5,1,1,10,2010,2,5,2,4,1,1,2,5,7,NA,28,2,1,2,2,2,2,2,1,2,2,33,1,4,3,4,1,4,3,1.5,1.3333333333333333,7,0,9
5,1,1,2,2,2,2,1,4,6,NA,NA,NA,NA,NA,NA,1,1,1,2,1,1,2,2,10,1,1,1,1,1,2,2,1,1,2,1,1,1,1,7,1,1,3,2011,2,5,5,3,2,1,1,1,1,35,42,1,10,2,3,2,1,0,5,4,1,13,1,6,1,4,NA,5,1.3333333333333333,1.5,1,6,0,8
4,4,3,2,2,2,1,1,4,1,1,3,2,3,3,1,2,2,2,2,2,2,2,1,1,1,1,4,3,3,2,4,2,2,1,1,1,1,2,5,2,2,12,2001,1,15,2,6,2,3,1,1,1,40,41,1,9,1,5,1,1,3,3,1,1,41,2,2,1,4,0,1,1.6666666666666667,2,2.6666666666666665,3,0,18
2,3,2,1,1,1,2,1,4,2,2,1,2,1,4,2,1,2,1,2,1,1,2,2,3,1,1,1,1,3,1,1,2,1,1,1,2,2,1,7,2,2,2,2008,1,7,2,4,1,1,2,1,7,NA,46,1,3,2,2,1,1,1,3,1,3,31,1,4,1,4,1,4,2.6666666666666665,1.75,1,3,1,11
2,3,2,1,1,2,1,1,4,3,5,1,1,1,4,1,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,1,1,1,1,1,2,1,6,2,1,5,2003,2,13,4,2,1,1,2,4,1,45,33,2,4,1,2,2,2,1,3,3,2,11,2,6,1,4,1,0,2.6666666666666665,2,2,6,1,16
3,3,4,3,1,3,1,2,3,2,2,1,1,1,2,5,2,2,2,1,1,2,2,1,1,2,2,4,2,3,3,3,2,2,2,2,2,1,1,5,2,2,12,2001,2,13,4,5,1,1,2,4,7,NA,46,2,1,1,1,2,2,2,2,3,2,21,1,5,1,4,0,3,3,1.75,2.6666666666666665,0,1,18
1,3,1,1,1,2,2,1,4,1,0,3,1,3,1,5,2,2,1,2,2,2,2,2,1,2,2,1,2,1,1,2,2,1,2,2,2,1,2,0,2,2,1,2007,2,9,2,2,1,2,2,4,1,40,53,2,2,2,2,1,2,0,3,1,3,41,2,4,1,4,1,1,2.3333333333333335,1.75,1.6666666666666667,1,1,12
3,3,2,1,2,3,2,1,4,3,5,1,1,1,4,3,2,2,1,2,1,2,2,2,2,1,1,2,2,2,1,2,1,2,1,1,1,1,1,7,2,1,2,2005,1,11,2,5,1,1,2,3,1,45,48,2,5,2,2,2,2,3,4,2,3,21,1,5,1,4,0,2,3.3333333333333335,1.75,1.6666666666666667,5,0,14
1,1,1,1,1,2,2,1,4,2,1,1,1,2,4,2,1,1,1,1,1,1,1,2,5,1,1,1,1,1,2,1,1,2,2,2,1,1,2,4,2,2,5,2007,2,9,2,5,1,1,2,1,1,40,51,1,9,1,1,2,1,2,5,1,2,11,1,5,1,4,1,7,2.6666666666666665,1,1,2,1,12
3,3,3,1,1,2,2,1,4,2,5,1,2,1,4,1,2,2,2,2,2,2,2,2,0,2,1,2,2,2,2,3,2,2,2,2,1,2,2,5,2,2,1,2004,1,11,2,5,4,6,1,5,1,40,36,2,4,1,3,1,4,2,2,1,2,22,1,2,1,4,0,0,2.3333333333333335,2,2,1,1,15
2,3,2,1,1,3,2,1,4,2,2,1,1,1,3,5,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,0,2,2,7,2003,1,12,2,3,5,5,2,3,7,NA,61,2,3,1,1,2,4,0,4,2,2,42,2,6,1,4,1,1,3.3333333333333335,2,1,2,1,16
1,2,1,1,2,3,1,1,4,3,2,1,1,1,4,2,1,1,1,2,1,1,2,2,6,1,1,1,1,1,1,1,2,2,1,2,1,1,2,7,1,2,12,2008,1,7,2,4,1,1,2,1,1,48,41,1,9,1,2,2,1,0,4,1,3,41,1,5,1,4,1,5,3,1.5,1,3,0,11
1,2,2,1,2,3,2,1,4,3,5,1,1,1,4,1,1,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,1,2002,2,14,2,3,1,1,2,5,1,48,36,1,8,1,2,2,1,0,3,5,3,22,1,6,1,4,1,6,2.6666666666666665,1.25,2,2,0,17
2,3,1,2,1,1,1,1,4,3,4,1,1,1,4,2,1,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,7,2,2,4,2003,1,13,2,3,2,4,1,1,1,40,74,1,8,1,1,2,1,0,2,3,4,11,2,3,3,4,1,5,3,1.5,1,3,1,16
1,1,1,1,1,1,2,1,4,3,1,2,2,2,4,2,1,2,1,2,2,1,2,2,26,2,2,1,1,1,1,1,2,2,2,2,1,1,1,4,2,2,7,2010,2,6,2,3,6,5,1,1,6,NA,55,1,5,1,2,2,4,0,4,1,2,42,1,5,1,4,1,3,3,1.75,1.3333333333333333,1,1,9
2,2,2,1,2,2,2,1,4,1,0,3,1,1,2,5,1,2,2,2,2,2,2,2,3,1,1,2,2,2,2,2,2,2,2,2,2,2,1,4,2,2,3,2000,1,15,4,6,1,1,2,1,1,40,52,1,8,1,1,2,1,1,5,3,2,22,1,6,1,4,1,1,2.6666666666666665,2,1.6666666666666667,0,0,19
1,3,2,1,1,1,2,1,4,4,8,1,2,1,2,1,1,1,1,1,1,1,2,1,3,2,1,1,1,1,1,1,2,2,1,2,1,1,1,5,2,1,12,2002,1,13,2,4,1,1,2,1,2,25,47,1,12,1,1,1,1,1,4,1,3,21,1,5,1,4,1,7,2.3333333333333335,1.25,1.3333333333333333,3,1,17
2,3,2,1,1,1,1,1,4,3,2,1,2,2,4,3,1,1,1,2,1,1,2,2,18,1,1,1,1,1,1,1,2,2,1,1,1,1,2,5,2,2,9,2011,1,4,2,3,1,1,2,1,1,35,38,1,8,1,1,2,1,0,4,1,2,42,1,5,1,4,1,5,3.3333333333333335,1.5,1,3,1,8
5,1,1,1,1,3,2,1,4,4,10,1,2,1,4,4,1,1,1,1,1,1,2,2,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,12,2011,2,4,6,4,5,1,2,5,1,40,30,2,7,1,1,2,2,0,3,2,1,11,1,6,1,4,NA,6,4,1.25,1.3333333333333333,5,1,8
2,3,2,1,2,2,2,1,4,4,2,1,2,2,4,4,1,2,1,2,1,2,2,2,3,1,1,2,1,2,3,3,1,2,1,2,1,2,2,7,2,2,7,2009,1,6,2,4,1,1,2,1,1,30,37,1,11,1,1,2,1,1,4,1,3,21,1,5,1,4,1,3,4,1.75,1.3333333333333333,3,0,10
1,2,1,1,1,3,1,1,4,3,3,1,1,1,4,3,1,1,1,1,1,2,2,2,5,1,1,1,1,1,1,1,2,1,1,2,1,1,2,7,1,1,5,2009,2,7,2,3,1,1,2,1,2,30,58,1,12,1,2,2,1,0,4,1,2,41,1,5,1,4,1,5,3.3333333333333335,1.25,1,5,1,10
2,1,1,1,2,2,1,1,4,1,9,1,1,1,3,1,1,2,2,2,2,2,2,2,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2007,2,9,2,3,1,1,2,1,4,NA,34,1,12,3,3,2,1,0,1,2,1,11,1,2,4,1,1,1,1.6666666666666667,2,1,7,0,12
5,3,2,1,2,3,2,1,4,3,8,1,1,1,4,3,1,1,1,2,1,2,2,2,3,1,1,2,1,2,2,2,2,1,1,1,1,1,2,7,2,1,8,2009,2,7,2,4,1,3,2,1,1,40,46,1,9,1,3,2,1,1,4,1,1,21,3,5,1,4,NA,4,3.3333333333333335,1.5,1.3333333333333333,5,0,10
3,2,3,2,1,1,1,1,4,1,1,1,2,3,4,1,1,2,1,2,1,1,2,2,3,1,1,1,1,2,3,2,1,1,1,1,1,1,1,4,1,1,7,2009,2,7,2,6,1,1,2,5,5,NA,25,1,2,2,2,2,2,3,2,1,2,12,1,6,3,4,0,4,2,1.75,1,7,1,10
1,1,4,1,1,1,1,1,4,3,5,1,1,1,3,2,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,11,2010,2,5,2,3,2,1,1,3,2,40,53,2,12,2,3,2,3,1,3,2,1,21,1,6,1,4,1,8,2.6666666666666665,1,1,7,1,9
1,1,1,1,2,1,2,1,4,2,1,1,1,2,4,1,1,1,1,2,2,2,2,2,10,1,1,1,1,1,1,1,1,2,1,2,1,1,2,7,1,1,7,2007,2,9,2,4,1,1,2,1,5,NA,45,1,12,1,3,2,1,1,5,1,2,21,2,6,1,4,1,3,2.3333333333333335,1.5,1,5,0,12
5,2,2,1,2,2,1,1,4,3,5,3,1,2,4,1,1,2,1,1,1,1,2,2,6,1,1,2,1,2,2,2,1,2,1,2,1,1,1,5,1,1,9,2010,1,5,6,4,1,1,2,3,1,40,34,2,11,1,1,2,2,0,4,4,4,21,2,6,1,4,NA,5,2.6666666666666665,1.5,1.3333333333333333,5,0,9
1,2,3,1,1,1,1,1,4,4,10,1,1,1,2,5,1,2,1,2,1,1,2,1,10,1,1,1,1,1,1,1,2,2,1,1,1,1,2,7,2,2,7,2001,1,14,2,3,2,1,1,3,2,50,49,2,9,1,1,2,3,1,5,1,1,21,1,6,1,4,1,5,3.6666666666666665,1.75,1,3,1,18
1,1,2,2,1,1,2,1,4,2,2,1,1,1,3,1,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,1,1,2,5,2,2,9,2005,2,10,2,4,2,1,2,1,3,NA,35,1,12,1,2,2,1,1,3,1,2,21,1,5,1,4,1,0,2,2,2,1,1,14
1,2,2,1,2,2,2,1,4,2,4,1,1,1,2,1,2,2,2,2,1,2,2,2,1,1,1,2,2,1,2,2,1,2,2,1,1,2,2,7,1,2,1,2006,1,10,2,4,2,1,1,1,1,40,50,1,8,1,1,2,1,1,5,1,2,21,2,6,1,4,1,1,1.6666666666666667,2,1.6666666666666667,4,0,13
3,3,2,1,1,3,2,1,4,2,2,1,1,1,3,2,1,2,1,1,2,2,2,2,3,1,1,2,2,2,1,2,2,2,1,1,2,1,2,3,2,2,4,2006,1,10,2,7,2,1,1,3,1,43,45,2,8,2,2,1,3,2,3,3,4,11,2,5,1,4,0,3,2.3333333333333335,1.5,1.6666666666666667,2,1,13
5,4,2,1,1,3,2,2,4,4,4,1,1,1,4,4,1,2,1,2,1,1,2,2,5,2,1,1,1,1,1,1,2,1,2,1,1,1,2,7,2,1,1,2010,2,5,2,4,1,1,2,1,1,48,35,1,8,1,1,1,1,1,4,1,3,21,2,5,1,4,NA,4,4,1.75,1.3333333333333333,4,1,9
2,3,2,2,1,3,2,1,4,3,3,1,1,1,3,2,1,2,1,1,1,2,2,2,4,1,1,2,2,2,1,2,1,1,1,2,1,1,2,7,1,1,3,2008,2,8,2,5,1,1,2,3,1,40,39,2,3,2,2,2,2,3,2,3,4,21,1,4,1,4,1,4,2.6666666666666665,1.5,1.6666666666666667,6,1,11
1,2,2,2,1,2,1,1,4,2,5,1,1,2,2,1,1,1,1,1,2,1,2,1,2,2,2,1,1,1,1,1,1,2,1,2,1,2,2,5,2,2,9,2000,2,15,2,4,1,1,2,3,1,40,39,2,7,1,1,2,2,2,4,3,2,11,1,6,1,3,1,6,1.6666666666666667,1.25,1.3333333333333333,3,1,19
1,1,1,1,1,1,1,1,4,2,8,1,2,1,4,2,1,1,1,1,1,1,1,1,20,1,1,1,2,3,3,2,1,1,2,1,1,1,1,7,2,1,11,2007,2,8,2,4,2,1,1,1,2,60,36,1,10,1,1,2,1,1,3,3,2,41,1,6,1,3,1,8,2.6666666666666665,1,1.3333333333333333,5,1,12
3,3,2,1,1,1,2,1,4,3,6,1,2,1,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,3,1,1,1,2,2,2,2,1,1,5,2,2,11,2001,1,14,2,3,2,1,1,1,1,40,41,1,8,1,1,1,1,0,4,1,3,31,1,2,1,4,0,1,2.6666666666666665,2,1,1,1,18
1,1,1,1,1,2,1,2,4,3,7,1,1,1,2,1,1,1,1,1,2,1,2,1,15,1,1,1,1,1,1,1,2,2,2,2,1,1,2,4,2,2,4,2000,1,15,2,3,2,1,1,1,1,55,57,1,12,1,1,1,1,0,5,5,2,11,2,6,1,4,1,6,2,1.25,1,1,1,19
4,3,3,4,1,1,1,1,2,3,4,1,2,1,2,1,2,2,2,2,2,2,2,2,3,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,12,2000,2,15,2,4,1,1,2,3,1,40,45,2,3,1,1,2,2,2,3,3,2,21,3,1,1,3,0,0,2,2,1.6666666666666667,1,1,19
1,1,1,1,2,3,2,1,3,2,3,1,1,2,3,2,1,2,1,1,1,2,2,1,2,2,1,1,2,2,2,2,2,1,2,2,1,2,2,6,1,2,2,2004,2,12,2,3,1,1,2,1,1,18,48,1,5,1,3,2,1,0,3,1,4,41,1,5,1,4,1,5,2.3333333333333335,1.5,1.6666666666666667,3,0,15
1,1,1,2,1,2,1,2,4,4,10,1,1,2,1,5,1,1,1,1,1,1,1,1,40,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,9,2002,2,14,2,5,2,1,1,1,1,65,46,1,12,1,1,2,1,2,5,1,2,21,1,6,1,4,1,8,3.3333333333333335,1,1,2,1,17
2,3,1,1,1,1,1,1,4,6,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,2,1,10,2,2,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,2,2010,2,7,2,5,1,1,2,3,1,35,39,2,3,2,1,2,2,2,3,2,2,21,1,5,1,4,1,6,1.3333333333333333,1.25,1.3333333333333333,7,1,9
5,1,1,1,2,2,1,1,4,3,1,2,2,2,4,3,1,1,1,2,1,1,2,2,9,1,1,1,1,1,1,1,2,1,1,1,2,2,2,5,1,2,2,2012,2,4,2,4,1,1,2,1,1,50,40,1,11,1,3,1,1,1,5,3,3,21,1,6,1,4,NA,5,3.3333333333333335,1.5,1,4,0,7
1,2,2,1,1,1,2,1,4,3,3,2,2,1,4,2,1,2,1,1,1,1,2,2,4,2,1,1,2,1,2,2,1,1,1,2,1,2,2,7,1,1,10,2009,2,9,2,4,3,1,2,1,1,40,40,1,3,1,1,2,1,0,3,5,2,43,2,6,1,4,1,5,3,1.5,1.6666666666666667,6,1,10
NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,1,2,7,1,2,4,2010,1,6,2,5,1,1,2,1,5,NA,43,1,8,1,2,2,1,2,5,1,3,21,1,5,1,NA,NA,0,NA,NA,NA,5,0,9
1,2,1,1,2,1,2,1,4,6,NA,NA,NA,NA,NA,NA,1,2,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,7,2,1,6,2012,2,4,2,3,2,1,1,3,1,50,44,2,4,2,2,2,3,1,4,3,2,33,2,5,1,4,1,4,1.3333333333333333,1.75,1,4,0,7
1,1,1,1,1,3,1,2,2,3,5,1,1,1,4,1,1,1,1,1,1,1,2,2,6,1,1,1,1,1,1,1,1,2,1,1,1,1,2,7,2,2,4,2005,2,11,2,4,1,1,2,1,5,NA,44,1,9,1,1,2,1,1,4,1,2,41,1,5,1,4,1,6,2.6666666666666665,1.25,1,4,1,14
3,3,2,1,2,2,1,1,4,4,3,1,1,1,4,3,1,2,1,2,1,2,2,2,5,1,1,1,1,1,2,2,1,2,1,1,1,1,1,7,1,2,6,2007,1,9,4,5,1,1,2,1,5,NA,32,1,3,1,1,2,1,2,2,3,4,11,1,4,1,4,0,3,3.6666666666666665,1.75,1,5,0,12
1,1,2,1,1,1,2,1,4,3,2,1,2,1,4,1,1,1,1,1,1,1,2,2,20,1,1,1,1,1,1,1,1,2,1,2,1,1,2,4,2,1,2,2008,1,8,2,5,1,1,2,1,5,NA,39,1,8,1,1,2,1,2,4,1,2,41,1,5,1,4,1,6,2.6666666666666665,1.25,1,4,1,11
1,2,2,1,2,2,2,1,4,4,8,1,2,2,3,1,1,1,1,1,1,1,2,2,5,2,1,3,2,2,2,3,1,2,1,1,1,1,2,7,1,2,10,2005,1,10,2,6,1,1,2,1,1,50,40,1,12,1,1,2,1,3,5,1,1,21,1,6,1,4,1,6,2.6666666666666665,1.25,2.3333333333333335,5,0,14
5,1,1,1,1,3,1,1,4,1,0,1,1,1,4,1,1,2,1,2,1,1,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,6,2012,2,4,2,4,1,1,2,1,2,40,38,1,6,1,2,2,1,1,5,1,2,42,1,6,1,3,NA,4,2,1.75,1,7,1,7
5,2,2,1,1,2,2,1,3,4,3,3,1,1,4,4,1,1,1,2,1,1,2,2,10,1,1,2,1,2,1,1,1,1,1,2,1,1,2,5,1,2,7,2012,1,3,2,4,2,1,1,1,5,NA,51,1,9,1,2,1,1,1,5,5,3,21,2,6,1,4,NA,5,4,1.5,1.3333333333333333,5,1,7
3,3,2,1,2,3,2,1,4,3,10,1,1,1,3,5,2,2,2,2,2,2,2,2,0,2,2,2,1,1,4,2,1,2,2,2,2,2,2,3,2,2,5,2002,1,14,2,4,1,1,2,1,2,50,46,1,5,1,1,2,1,1,2,4,3,31,2,5,1,4,0,0,3.6666666666666665,2,1.6666666666666667,1,0,17
2,3,3,1,2,2,2,1,4,4,9,1,1,1,4,1,1,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,4,1,2,8,2006,2,10,2,4,2,1,1,1,1,42,47,1,8,1,1,2,1,1,3,5,1,21,2,5,1,4,1,3,3,2,1,1,0,13
2,3,2,1,1,1,2,2,4,3,3,1,1,1,4,3,1,1,1,1,1,1,2,2,3,1,1,1,1,1,2,2,1,2,2,1,1,1,1,4,1,1,5,2007,1,9,2,4,1,1,2,3,1,40,44,2,7,1,2,2,2,2,4,1,2,21,1,5,1,4,1,6,3.3333333333333335,1.25,1,5,1,12
1,2,2,3,1,3,2,1,4,4,5,1,1,2,3,5,2,2,1,1,1,2,2,1,3,1,1,1,2,1,1,2,1,2,2,2,2,1,2,2,2,1,1,2004,1,12,2,3,2,1,1,1,1,45,49,2,6,2,1,1,3,1,3,1,1,21,2,6,1,4,1,4,4,1.5,1.3333333333333333,2,1,15
2,1,1,1,2,2,2,1,4,3,2,1,1,1,4,3,1,2,1,2,1,1,2,2,4,1,1,1,1,1,1,1,1,2,1,2,1,2,2,7,2,2,6,2010,1,6,2,5,1,1,2,5,1,21,31,1,2,2,1,1,1,2,3,5,3,22,1,6,1,4,1,4,3.3333333333333335,1.75,1,3,0,9
2,2,1,1,2,3,1,1,4,3,10,1,2,1,3,1,2,2,2,2,1,2,2,2,1,2,1,1,1,1,1,1,1,2,2,2,2,1,1,3,1,2,8,2002,1,14,2,2,1,1,2,3,1,40,52,2,3,2,1,2,2,0,3,2,2,11,2,4,1,4,1,1,2.3333333333333335,2,1.3333333333333333,2,0,17
2,2,1,1,1,3,2,2,4,4,10,1,1,1,4,4,1,2,1,2,1,1,2,2,2,1,2,1,1,1,1,1,1,1,2,1,2,2,1,4,1,1,7,2011,2,5,2,3,2,1,1,1,1,40,43,1,8,1,2,2,1,0,4,5,1,21,1,6,1,4,1,4,4,1.75,1,5,1,8
1,1,1,1,2,2,2,1,4,4,2,1,1,1,4,3,1,1,1,1,1,1,2,2,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,2,2,12,2011,2,4,2,3,2,1,1,1,1,40,41,1,9,1,1,2,1,0,4,1,2,21,1,5,1,4,1,6,3.6666666666666665,1.25,1,5,0,8
2,3,3,2,1,1,2,1,4,2,2,1,2,1,4,1,1,2,1,2,1,2,2,2,1,2,2,1,1,1,1,2,2,1,1,2,1,1,2,5,2,2,4,2006,1,10,2,5,1,1,2,1,5,NA,39,1,8,1,2,2,1,2,4,1,3,21,2,5,1,4,1,3,2.3333333333333335,1.75,1.3333333333333333,3,1,13
1,1,2,1,1,3,1,1,4,2,3,1,1,1,1,5,2,2,2,2,2,2,2,2,0,2,2,1,1,1,1,1,2,2,2,2,2,2,2,0,2,2,7,2001,1,15,2,4,2,1,1,1,2,70,47,1,10,1,2,2,1,1,4,3,2,21,1,6,1,3,1,0,2.6666666666666665,2,1.3333333333333333,0,1,18
1,1,1,1,2,3,2,1,4,2,1,1,1,1,4,1,2,2,1,2,1,2,2,2,3,1,1,1,1,1,1,1,1,1,1,2,1,2,1,5,1,1,10,2007,2,8,2,5,5,1,2,3,1,50,40,2,9,2,3,2,2,1,4,1,2,22,2,5,1,4,1,2,2.3333333333333335,1.75,1,6,0,12
2,1,2,1,2,3,1,1,2,4,2,1,1,1,4,4,1,1,1,1,1,1,2,2,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,7,2,2,8,2009,1,7,2,3,1,1,2,1,1,8,42,1,3,2,1,2,1,0,4,5,1,11,2,6,1,3,1,6,4,1.25,1.3333333333333333,5,0,10
