SEGRADES,SEGRADEQ,SEENJOY,SEABSNT,SCCHOICE,SPUBCHOIX,SCONSIDR,EDCPUB,SCHLHRSWK,FHHOME,FHWKHRS,FHAMOUNT,FHCAMT,FHPLACE,FHCHECKX,FHHELP,FSSPORTX,FSVOL,FSMTNG,FSPTMTNG,FSATCNFN,FSFUNDRS,FSCOMMTE,FSCOUNSLR,FSFREQ,FSNOTESX,FSMEMO,FCSCHOOL,FCTEACHR,FCSTDS,FCORDER,FCSUPPRT,FOSTORY2X,FOCRAFTS,FOGAMES,FOBUILDX,FOSPORT,FORESPON,FOHISTX,FODINNERX,FOLIBRAYX,FOBOOKSTX,CDOBMM,CDOBYY,CSEX,ALLGRADEX,CSPEAKX,HHTOTALXX,RELATION,P1REL,P1SEX,P1MRSTA,P1EMPL,P1HRSWK,P1AGE,P2GUARD,TTLHHINC,OWNRNTHB,CHLDNT,DSBLTY,HHPARN19X,NUMSIBSX,PARGRADEX,RACEETH,CENREG,ZIPLOCL,HDHEALTH,SEFUTUREX,INTACC,EINTNET,success_binary,engagement_count,homework_intensity,school_involvement,communication_index,enrichment_count,has_choice,child_age
1,2,2,1,2,3,1,1,4,3,5,1,1,1,1,1,2,2,1,1,2,1,2,2,2,2,1,1,2,1,2,1,1,2,1,1,2,2,1,2,1,1,5,2003,2,13,2,5,9,1,2,1,1,40,51,1,6,1,2,2,1,2,3,3,4,23,1,5,2,4,1,3,1.6666666666666667,1.5,1.6666666666666667,5,0,16
1,1,1,1,1,1,2,1,2,3,1,1,1,1,4,3,1,1,1,1,1,1,2,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,2,2012,1,4,2,4,1,1,2,1,1,8,35,1,8,1,2,1,1,1,5,1,1,22,1,5,1,4,1,6,3.3333333333333335,1.25,1,7,1,7
1,2,1,1,2,2,2,1,4,3,6,2,2,1,4,3,1,2,2,2,1,2,2,2,1,2,1,1,1,1,1,1,2,2,1,1,1,2,2,4,2,2,1,2007,1,9,2,5,2,1,1,1,2,30,43,1,3,2,2,2,1,2,2,3,2,41,1,4,1,4,1,2,3.3333333333333335,2,1.3333333333333333,3,0,12
1,2,2,1,1,2,2,1,3,3,5,1,2,1,4,3,1,1,1,1,1,2,2,2,5,2,1,1,1,1,1,1,2,1,1,1,1,2,2,7,2,2,4,2011,1,5,2,3,2,1,1,1,1,40,38,1,9,1,1,2,1,0,4,1,2,23,2,5,1,4,1,5,3.3333333333333335,1.25,1.3333333333333333,4,1,8
1,2,1,1,2,2,2,1,4,4,1,1,1,1,4,4,1,2,1,2,1,1,2,2,5,1,1,2,1,2,1,1,1,1,1,1,1,2,2,7,2,2,4,2013,2,2,2,4,1,1,2,1,1,40,38,1,10,1,3,1,1,1,5,1,1,21,1,6,1,4,1,4,4,1.75,1.3333333333333333,5,0,6
5,2,1,3,1,1,2,1,4,4,10,1,1,1,4,4,1,2,1,1,1,2,2,2,10,2,1,1,1,1,1,1,1,1,1,1,1,1,1,7,2,1,4,2012,1,4,2,2,2,1,1,4,1,35,54,2,9,1,2,2,3,0,5,2,1,11,1,6,1,4,NA,4,4,1.5,1.3333333333333333,6,1,7
1,2,2,1,1,1,1,1,3,4,2,1,1,1,4,4,1,1,1,1,1,2,2,2,10,1,1,1,1,2,2,2,1,1,2,2,1,2,2,7,2,2,5,2011,2,5,2,5,2,1,1,1,1,43,38,1,8,1,1,2,1,2,4,1,4,13,2,6,1,4,1,5,4,1.25,1,3,1,8
2,2,1,1,1,1,1,1,4,3,10,1,1,1,4,3,1,2,1,2,1,1,2,1,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,8,2006,1,10,2,9,1,1,2,1,1,40,36,1,6,1,1,2,1,1,3,3,4,21,2,5,1,4,1,5,3.3333333333333335,1.75,1.3333333333333333,7,1,13
5,2,2,1,2,3,1,1,4,3,1,1,1,2,4,5,1,1,1,2,1,1,2,2,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,7,2,2,12,2012,2,2,2,3,1,1,2,1,5,NA,37,1,10,1,2,2,1,0,5,4,2,13,2,6,1,4,NA,5,4,1.5,1.6666666666666667,0,0,7
2,1,1,2,1,2,2,1,4,2,4,1,1,2,4,2,1,1,1,1,1,1,2,1,3,2,2,1,1,1,1,1,2,2,2,1,1,2,2,7,2,2,11,2012,2,4,5,8,2,1,1,1,2,8,45,1,6,2,1,2,1,3,4,4,4,11,2,6,1,4,1,7,2.6666666666666665,1.25,1.3333333333333333,2,1,7
1,3,2,1,2,3,2,1,4,3,3,1,2,2,4,2,1,2,1,2,1,2,2,2,6,1,1,1,1,1,1,1,2,1,2,1,1,2,2,2,2,2,1,2007,1,9,2,5,2,1,1,3,1,40,39,1,9,1,2,2,1,2,4,1,3,21,2,5,1,4,1,3,3,1.75,1,3,0,12
1,1,1,1,2,1,2,1,4,1,1,1,1,1,3,5,1,1,1,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,3,2010,2,6,2,6,1,1,2,1,1,30,38,1,8,1,1,2,1,3,3,1,3,43,1,5,1,4,1,4,3,1.5,2,2,0,9
5,1,1,1,1,3,1,1,4,3,2,1,1,2,3,2,1,1,1,1,1,2,2,2,3,2,1,1,1,1,1,2,1,1,1,1,1,2,1,3,2,2,10,2012,1,2,2,4,2,1,1,1,1,40,45,1,12,1,2,2,1,1,5,4,1,21,2,6,1,4,NA,5,2.6666666666666665,1.25,1.3333333333333333,5,1,7
1,2,2,1,1,3,2,1,4,3,5,1,1,1,3,1,1,1,1,1,1,1,2,1,6,2,1,1,1,1,1,2,1,2,1,1,2,1,1,5,2,1,7,2003,1,13,2,4,2,1,1,1,1,40,47,1,11,1,1,2,1,1,4,4,4,11,1,5,1,4,1,7,2.3333333333333335,1.25,1.3333333333333333,4,1,16
1,2,2,1,2,2,1,1,2,4,10,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1,2,2,3,2002,2,14,2,3,2,1,1,3,1,50,47,2,10,1,1,2,3,1,5,1,3,13,2,6,1,4,1,8,2.6666666666666665,1,1,2,0,17
1,1,1,1,1,1,1,1,4,3,4,1,1,1,4,3,1,1,1,1,1,1,2,1,25,1,1,1,1,1,1,1,1,1,1,2,1,1,1,7,2,1,8,2007,2,8,2,5,5,1,2,3,4,NA,41,1,9,1,1,2,2,1,5,1,4,11,1,6,1,3,1,7,3.3333333333333335,1.25,1,5,1,12
2,2,2,1,1,1,1,1,4,2,1,1,1,2,3,1,1,1,1,1,1,1,2,1,10,2,1,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,9,2008,1,7,2,4,1,1,2,1,1,50,39,1,8,1,2,1,1,1,5,1,2,21,2,5,1,4,1,7,2,1.25,1.3333333333333333,0,1,11
2,1,1,1,1,2,2,1,4,4,8,1,1,1,4,4,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,7,2,2,12,2007,2,8,2,3,2,1,1,1,6,NA,65,1,8,1,2,2,1,0,4,3,2,22,1,6,1,4,1,6,4,1.25,1,3,1,12
1,3,1,1,1,1,2,2,4,3,1,1,1,2,4,2,2,2,1,2,1,1,2,2,4,1,1,1,2,1,1,1,2,1,1,1,1,2,2,5,2,2,8,2012,1,4,2,4,1,1,2,1,1,40,36,1,10,1,2,2,1,1,5,1,3,21,1,6,1,4,1,3,3,1.75,1.3333333333333333,4,1,7
1,1,1,1,1,1,1,1,3,4,15,2,2,1,1,1,1,1,1,2,1,1,2,1,10,1,1,2,2,2,1,1,1,2,1,1,1,1,1,3,2,1,1,2005,1,12,2,3,1,1,2,1,1,40,56,1,7,1,1,2,1,0,5,1,2,13,1,6,1,4,1,6,2,1.5,1.6666666666666667,5,1,14
2,2,2,1,1,1,2,1,2,4,5,1,1,1,4,1,2,2,1,1,1,1,2,2,3,1,1,1,1,1,1,1,1,2,1,1,1,2,2,5,1,2,6,2005,1,11,2,2,1,1,2,3,1,40,44,2,4,2,1,2,2,0,4,1,1,21,1,5,1,4,1,4,3,1.5,1,5,1,14
4,4,2,1,2,3,1,1,4,4,5,1,1,1,4,1,1,2,1,2,1,2,2,1,8,2,1,3,3,3,3,4,1,2,2,1,2,1,1,7,2,2,8,2001,1,15,2,3,2,1,1,3,1,40,48,2,5,1,1,1,3,1,3,1,4,12,2,4,1,4,0,4,3,1.75,2.6666666666666665,2,0,18
1,3,2,2,2,1,2,1,4,3,5,1,2,1,4,3,2,2,1,2,1,2,2,1,4,1,1,2,2,2,2,2,2,2,1,2,1,2,2,7,2,2,12,2005,2,12,3,3,1,1,2,4,1,40,37,2,1,3,1,2,2,1,2,3,4,22,2,5,1,4,1,3,3.3333333333333335,1.75,1.6666666666666667,2,0,14
2,3,2,1,1,3,2,1,2,4,2,1,1,1,3,1,1,2,1,1,1,2,2,2,3,1,1,2,2,2,2,2,1,2,2,2,2,1,2,0,2,2,11,2008,2,6,2,6,3,1,2,1,1,37,43,2,3,2,1,2,2,0,3,2,2,13,4,6,1,4,1,4,2.6666666666666665,1.5,1.6666666666666667,1,1,11
1,2,2,1,2,2,2,1,4,3,8,1,1,1,2,5,1,2,1,2,1,2,2,1,10,2,1,1,1,1,1,1,2,2,2,2,2,2,2,5,2,2,3,2000,1,15,2,4,1,1,2,1,1,40,54,1,7,2,1,2,1,1,3,1,2,21,1,4,1,4,1,4,3.3333333333333335,1.75,1.3333333333333333,0,0,19
5,3,2,1,2,2,1,1,4,3,15,3,3,1,4,3,1,1,1,1,1,1,2,1,12,1,1,3,3,4,3,2,1,1,1,1,1,1,1,2,1,1,4,2007,1,9,2,4,5,5,2,1,6,NA,69,1,9,1,2,1,4,1,4,2,4,21,2,6,1,4,NA,7,3.3333333333333335,1.25,2.3333333333333335,7,0,12
1,3,2,1,1,3,1,1,4,3,3,3,1,1,4,3,1,2,1,2,1,1,2,2,3,2,1,2,1,2,2,3,1,2,1,1,2,2,1,7,2,2,10,2010,1,6,2,4,1,1,2,5,5,NA,32,1,6,1,1,2,1,1,4,3,1,21,2,5,1,4,1,4,3.3333333333333335,1.75,1.6666666666666667,3,1,9
NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,7,1,1,6,2012,1,4,2,5,1,1,2,1,5,NA,26,1,6,2,2,2,1,2,3,1,1,21,2,5,1,NA,NA,0,NA,NA,NA,7,0,7
3,3,2,1,1,2,1,2,1,2,5,3,2,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,2,1,2,1,1,1,1,4,2,2,6,2002,2,14,2,4,1,1,2,1,1,60,48,1,4,1,1,2,1,1,3,1,2,12,1,5,1,1,0,0,2.6666666666666665,NA,1,3,1,17
5,3,2,3,2,2,2,1,2,4,5,3,2,2,4,4,1,2,1,1,1,2,2,2,2,1,1,2,2,2,2,3,2,1,1,1,1,2,2,7,2,2,4,2013,1,2,6,4,1,1,2,1,3,NA,39,1,8,2,2,2,1,1,5,4,4,21,3,6,1,4,NA,4,4,1.5,1.6666666666666667,4,0,6
5,3,2,1,1,3,1,1,4,3,3,1,2,1,3,2,1,1,1,1,1,1,1,1,10,1,1,1,3,1,1,2,2,2,2,2,2,1,2,0,2,1,10,2006,2,9,2,6,2,1,1,3,1,40,53,1,9,1,2,1,3,3,5,1,2,41,4,5,1,4,NA,8,2.6666666666666665,1,1.6666666666666667,1,1,13
2,3,3,2,1,2,1,1,4,2,3,3,2,1,3,2,1,1,1,1,2,2,2,1,5,1,1,2,2,2,2,2,2,2,2,2,1,2,1,3,2,2,10,2002,1,13,2,5,1,1,2,1,1,40,41,1,5,2,1,2,1,2,3,3,2,21,1,5,1,4,1,5,2.3333333333333335,1.25,1.6666666666666667,1,1,17
2,2,1,1,2,1,2,1,4,2,3,1,1,2,3,2,1,2,1,2,2,2,2,2,6,2,1,1,1,1,1,1,2,2,2,2,1,1,2,1,2,1,1,2007,1,9,2,4,2,1,1,1,6,NA,52,1,6,2,1,2,1,1,4,1,3,32,1,5,1,4,1,2,2.3333333333333335,1.75,1.3333333333333333,2,0,12
1,2,2,1,2,3,1,1,4,3,6,2,2,1,4,3,1,2,1,2,2,1,2,2,7,1,1,1,2,1,2,1,1,1,1,2,1,2,2,5,1,2,1,2009,2,7,2,3,1,1,2,5,1,25,32,2,2,2,2,2,2,1,3,2,3,13,2,5,3,4,1,3,3.3333333333333335,1.75,1.3333333333333333,5,0,10
1,2,1,1,2,2,2,1,4,3,8,1,2,1,3,1,1,2,1,2,2,1,2,2,2,2,1,1,2,1,1,2,2,2,2,1,1,1,2,3,1,2,10,2001,2,15,2,4,2,1,1,1,1,40,45,1,11,1,1,2,1,1,4,5,4,13,1,6,1,4,1,3,2.3333333333333335,1.75,1.6666666666666667,3,0,18
2,3,2,1,1,3,2,1,4,4,7,1,1,1,4,4,1,2,1,1,1,2,2,2,4,1,1,2,1,1,1,1,1,1,1,1,1,2,1,7,2,1,8,2013,1,2,4,5,2,1,1,1,1,40,43,1,9,1,5,2,1,2,1,3,3,21,1,6,1,4,1,4,4,1.5,1.3333333333333333,6,1,6
2,3,2,1,2,2,2,1,4,4,4,1,1,1,4,1,1,1,1,1,2,2,2,2,5,1,1,1,1,1,1,1,1,1,1,1,2,1,2,5,1,2,12,2008,2,7,2,3,2,1,1,2,2,40,56,2,4,2,2,2,3,1,2,1,4,21,2,6,1,4,1,4,3,1.25,1,5,0,11
2,2,2,1,1,1,2,1,4,3,2,1,1,1,4,3,1,2,1,2,1,2,2,1,5,1,1,1,1,1,1,2,2,2,1,1,2,1,2,6,1,1,8,2005,2,11,2,4,1,1,2,1,1,45,46,1,10,1,2,1,1,1,5,5,4,21,1,5,1,4,1,4,3.3333333333333335,1.75,1,4,1,14
2,3,1,1,2,3,2,1,2,5,NA,NA,NA,NA,NA,NA,2,2,1,2,1,2,2,2,1,2,1,2,3,1,1,4,2,2,2,2,2,1,2,0,2,1,8,2005,2,10,2,4,1,1,2,4,7,NA,40,2,7,1,1,1,2,3,1,3,2,41,4,6,3,4,1,2,1,1.75,2.3333333333333335,1,0,14
2,3,2,1,2,2,2,1,2,1,4,3,1,2,3,1,2,2,1,2,1,2,2,2,3,2,1,2,2,2,1,1,2,2,2,2,2,1,1,5,2,2,6,2002,1,14,2,3,1,1,2,5,1,40,43,2,6,2,1,2,2,1,5,2,3,21,1,6,1,4,1,2,1.6666666666666667,1.75,2,0,0,17
3,3,2,1,1,1,1,1,4,2,2,1,2,1,3,2,1,2,1,1,1,1,1,1,4,1,1,1,1,2,1,2,2,2,2,2,1,1,2,2,2,2,12,2004,2,11,2,6,2,1,1,1,1,60,44,1,9,1,1,1,1,3,5,1,2,32,2,3,1,4,0,7,2.3333333333333335,1.25,1,1,1,15
1,1,1,1,2,3,2,2,4,4,4,2,2,1,4,4,1,1,1,1,1,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,5,1,1,12,2009,2,6,2,7,2,1,1,1,1,50,34,2,8,1,5,2,3,4,3,1,1,11,1,2,1,4,1,5,4,1.25,1,6,0,10
1,1,2,1,1,3,1,1,4,4,3,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,1,1,1,1,3,2,2,2,1,2,2,2,0,2,1,7,2002,2,14,2,5,2,1,1,1,1,50,57,1,10,1,1,2,1,2,4,1,3,42,2,5,1,4,1,1,2.3333333333333335,2,1.3333333333333333,2,1,17
1,1,1,1,2,2,2,1,4,2,2,1,1,1,4,2,1,1,1,1,1,1,2,2,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,2,2,9,2012,1,2,2,4,1,1,2,5,1,40,30,1,3,2,2,2,1,1,2,3,2,21,2,6,1,4,1,6,2.6666666666666665,1.25,1,5,0,7
5,4,2,3,1,1,2,1,4,6,NA,NA,NA,NA,NA,NA,1,1,1,2,1,2,2,2,6,1,1,1,1,1,1,1,1,2,2,1,1,2,2,7,2,2,6,2008,1,8,2,3,1,2,2,5,1,39,52,2,6,1,2,1,2,1,4,1,3,43,2,2,1,4,NA,4,1.3333333333333333,1.5,1,3,1,11
5,2,1,3,1,1,1,1,4,6,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,2,2,5,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,5,2014,2,2,2,4,2,1,1,1,1,45,35,1,7,1,2,2,1,1,5,5,4,13,1,5,1,4,NA,5,1.3333333333333333,1.25,1,5,1,5
2,3,1,1,1,1,2,1,4,2,3,1,1,1,2,1,1,2,1,1,2,1,2,2,3,2,1,1,1,1,1,1,2,2,1,2,2,1,2,7,2,1,6,2005,1,11,2,4,1,2,2,1,1,40,54,1,8,1,1,2,1,1,5,5,2,21,1,4,1,4,1,4,1.6666666666666667,1.5,1.3333333333333333,2,1,14
5,3,1,2,2,2,1,1,4,2,4,3,2,2,4,2,1,2,1,1,1,1,2,2,5,1,1,1,1,2,2,1,1,1,2,2,2,1,1,4,1,2,7,2013,2,2,2,4,1,1,2,1,5,NA,34,1,4,1,3,2,1,1,3,2,4,33,1,5,1,4,NA,5,2.6666666666666665,1.5,1,3,0,6
1,1,1,1,1,1,2,1,4,3,8,1,1,1,4,3,1,1,1,1,1,1,2,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,1,6,2012,2,4,2,3,2,1,1,1,1,45,39,1,8,1,2,2,1,0,4,1,2,41,1,5,1,3,1,7,3.3333333333333335,1.25,1,6,1,7
1,1,2,1,1,1,2,1,4,1,1,1,1,1,4,3,1,1,1,1,1,1,2,2,7,1,1,1,1,1,2,1,1,1,1,2,1,1,1,7,2,2,7,2013,2,2,2,2,1,1,2,5,7,NA,29,2,1,2,2,2,2,0,4,5,3,21,1,5,1,4,1,6,2.6666666666666665,1.25,1,4,1,6
2,3,2,1,1,1,1,1,4,2,2,1,2,1,3,5,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,3,2,2,6,2001,1,14,2,4,2,1,1,1,1,50,53,1,8,1,1,2,1,1,3,1,3,41,2,3,1,4,1,2,3.3333333333333335,1.5,1.6666666666666667,1,1,18
1,1,1,1,1,1,2,1,4,4,15,1,1,1,4,1,1,1,1,2,2,1,1,2,25,2,1,1,1,2,2,2,1,1,1,1,1,1,1,7,1,2,9,2001,1,14,2,5,2,1,1,1,1,50,52,1,2,1,1,2,1,2,3,3,4,21,1,5,3,4,1,5,3,1.25,1.3333333333333333,6,1,18
1,1,1,2,1,1,1,1,3,4,10,1,1,1,3,2,1,2,1,2,2,1,2,2,12,1,1,1,1,1,1,1,2,2,2,1,2,1,1,5,2,1,9,2003,2,13,2,4,2,1,1,3,2,50,52,2,4,1,1,2,3,2,5,2,2,11,1,6,1,4,1,3,3,1.75,1,2,1,16
2,2,2,1,2,2,2,1,4,6,NA,NA,NA,NA,NA,NA,1,2,1,1,1,2,2,2,5,1,1,2,2,2,4,3,2,2,1,1,2,1,1,7,1,2,6,2005,1,12,2,3,7,1,1,3,6,NA,65,2,2,1,1,2,3,1,3,1,3,41,2,6,1,4,1,4,1.3333333333333333,1.5,1.6666666666666667,3,0,14
NA,NA,NA,NA,NA,NA,NA,2,NA,4,2,3,2,1,2,3,1,2,1,2,2,2,2,2,8,2,1,2,2,2,1,2,1,1,1,1,1,1,1,6,1,2,4,2008,2,8,2,5,2,1,1,5,2,35,38,1,8,1,1,2,1,2,5,5,4,11,1,5,1,NA,NA,2,3,1.75,2,6,0,11
1,2,2,1,1,2,2,1,4,3,3,1,1,1,1,1,1,1,2,1,2,1,2,2,20,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,2,11,2001,1,14,2,4,1,1,2,1,1,50,46,1,9,1,2,2,1,1,4,1,2,41,1,5,1,4,1,4,1.6666666666666667,1.5,1.3333333333333333,2,1,18
3,3,2,1,2,2,2,1,4,6,NA,NA,NA,NA,NA,NA,1,2,1,1,1,1,2,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,2,2,3,2010,1,6,2,4,5,5,2,1,1,40,60,1,8,1,5,1,4,0,2,3,2,21,3,5,1,4,0,6,1.3333333333333333,1.5,1,5,0,9
1,2,2,1,1,1,1,1,4,3,2,3,1,1,3,5,2,2,1,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,2,1,1,2,3,1,1,1,2004,2,12,2,4,1,1,2,1,1,40,49,1,11,1,1,2,1,1,4,1,2,21,2,5,1,4,1,1,3.6666666666666665,1.75,2,3,1,15
1,1,1,1,1,1,2,1,4,4,15,1,2,2,3,1,1,1,1,2,2,1,2,2,6,2,1,1,1,1,1,1,2,1,1,1,2,2,1,5,2,2,6,2001,2,15,2,3,2,1,1,1,2,60,66,1,9,1,1,2,1,0,3,1,3,41,1,6,1,4,1,4,2.6666666666666665,1.5,1.3333333333333333,3,1,18
5,3,1,1,1,2,2,1,3,3,5,1,1,1,4,2,1,1,1,2,1,1,2,1,4,1,1,1,1,1,1,1,1,1,1,2,1,2,2,4,2,1,6,2012,1,4,2,5,1,1,2,3,1,30,36,2,3,2,2,1,2,3,3,3,4,13,1,4,1,4,NA,6,3,1.5,1,5,1,7
1,3,2,1,2,3,2,1,4,2,3,1,1,1,3,1,1,2,1,2,2,1,2,2,3,1,1,1,2,1,3,1,2,1,1,1,1,1,2,5,1,1,7,2005,2,11,2,4,1,1,2,1,1,15,39,1,7,1,2,2,1,1,3,1,3,21,2,5,1,4,1,3,2,1.75,1.3333333333333333,6,0,14
2,2,2,1,2,1,2,1,3,1,1,1,1,1,4,1,1,2,1,1,2,1,2,2,1,2,1,2,2,2,2,2,1,2,2,1,1,1,1,5,1,2,8,2004,1,12,2,4,1,1,2,3,3,NA,50,2,10,1,1,2,2,1,3,1,2,11,1,5,1,4,1,4,2,1.5,2,4,0,15
1,3,2,1,2,3,2,1,4,3,4,1,1,1,4,1,1,1,1,1,1,1,2,2,3,1,1,1,2,2,1,1,2,2,2,2,1,1,1,7,2,2,11,2004,2,11,2,3,1,1,2,3,1,44,43,2,5,3,1,2,2,1,4,1,1,21,1,5,1,4,1,6,2.6666666666666665,1.25,1.3333333333333333,1,0,15
5,2,2,1,2,2,2,1,4,3,3,1,2,1,4,3,1,1,1,1,1,1,1,2,20,1,1,1,1,1,1,1,1,1,1,1,1,2,2,6,1,2,8,2013,2,2,2,5,1,6,2,1,1,40,41,1,11,1,3,1,2,1,5,1,2,21,2,5,1,4,NA,7,3.3333333333333335,1,1,6,0,6
1,1,1,1,2,3,2,1,4,3,3,1,1,1,4,5,1,2,1,2,1,1,2,2,2,2,1,1,1,1,1,1,1,2,1,1,2,1,1,3,1,2,10,2005,1,10,2,5,2,1,1,1,1,40,56,1,9,1,2,2,1,2,3,1,3,21,1,4,1,4,1,4,4,1.75,1.3333333333333333,4,0,14
1,1,2,1,1,3,2,1,4,4,20,2,2,1,3,2,1,2,1,2,1,1,2,2,6,2,1,1,1,1,2,2,1,2,2,2,1,2,2,1,2,2,5,2004,2,12,2,4,1,1,2,1,1,40,47,1,9,1,1,2,1,1,5,1,3,21,1,6,2,4,1,4,3,1.75,1.3333333333333333,2,1,15
2,2,1,1,1,2,1,2,4,3,1,1,1,2,4,2,1,1,1,2,1,1,2,2,6,1,1,1,1,1,1,1,1,1,2,1,1,1,1,7,2,2,8,2011,1,4,2,4,1,1,1,1,1,50,39,1,9,1,2,2,1,1,4,1,3,31,1,2,1,4,1,5,3,1.5,1,4,1,8
1,1,2,1,2,2,2,1,4,2,10,1,1,1,4,2,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,2,2,2,2,1,1,1,5,2,2,12,2004,1,11,2,5,1,1,2,1,1,40,35,1,7,2,2,1,1,2,3,4,4,22,1,6,1,3,1,8,2.6666666666666665,1,1,1,0,15
1,1,2,1,2,2,1,1,4,3,5,1,2,1,3,1,1,1,1,1,1,1,2,1,6,2,1,1,2,1,2,2,1,1,1,1,1,1,1,5,1,1,7,2008,2,8,2,2,2,1,1,3,1,40,39,2,9,2,1,2,3,0,3,1,3,12,2,6,1,4,1,7,2.3333333333333335,1.25,1.6666666666666667,7,0,11
1,3,2,1,1,3,1,2,4,3,5,1,1,1,4,3,1,2,1,2,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,7,2,1,8,2010,1,6,2,4,1,1,2,1,1,40,38,1,8,1,2,2,1,1,4,3,4,21,1,5,1,4,1,5,3.3333333333333335,1.5,1,6,1,9
2,2,2,1,2,3,2,1,4,3,5,1,1,2,2,1,1,1,2,2,1,1,2,2,23,2,1,1,1,1,1,1,1,2,2,2,1,2,2,5,2,2,7,2001,2,15,2,3,1,1,2,3,2,42,49,2,9,1,2,2,2,1,4,1,3,11,2,5,1,4,1,4,2,1.75,1.3333333333333333,2,0,18
1,1,1,1,1,1,1,1,4,3,5,1,1,1,4,1,2,2,1,2,1,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,1,7,2003,2,13,2,3,1,1,2,1,1,38,47,1,10,1,1,2,1,0,5,1,2,11,1,6,1,4,1,3,2.6666666666666665,1.75,1,6,1,16
1,2,2,1,1,2,2,1,4,3,12,2,2,1,3,1,1,2,1,1,1,1,2,2,4,1,1,1,1,1,2,2,1,2,2,1,2,1,1,6,2,1,9,2001,2,15,2,5,1,1,2,1,7,NA,55,1,8,1,1,2,1,2,5,1,1,21,1,3,1,4,1,5,2.3333333333333335,1.5,1,3,1,18
5,3,2,1,2,2,2,1,4,3,2,2,2,1,4,2,1,2,1,1,1,1,2,2,3,2,1,2,2,2,2,2,1,2,2,1,1,1,2,7,1,2,5,2008,1,8,2,5,1,2,2,3,1,40,47,1,6,1,4,2,1,3,3,1,1,13,1,4,1,4,NA,5,3,1.5,2,4,0,11
2,3,2,1,1,1,2,1,4,3,5,2,2,1,4,3,1,1,2,2,1,1,2,2,3,1,1,2,3,2,1,2,2,2,1,2,1,2,1,2,2,2,12,2011,1,4,3,3,1,1,2,4,1,38,42,2,1,1,2,2,2,0,3,3,2,21,2,5,1,4,1,4,3.3333333333333335,1.75,2,2,1,8
2,3,2,1,2,3,2,1,2,3,7,1,2,1,3,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,11,2007,1,7,3,3,2,3,1,1,1,40,50,1,3,2,3,2,1,0,1,3,4,12,2,6,1,4,1,1,2.6666666666666665,2,1.6666666666666667,0,0,12
2,2,2,1,1,2,1,2,4,3,6,1,1,1,4,3,1,1,1,2,1,1,2,2,4,1,1,2,2,2,1,2,1,1,2,2,1,1,1,3,2,1,1,2006,1,10,2,3,5,1,2,5,1,30,33,1,11,1,1,2,2,0,5,2,2,21,1,6,1,4,1,5,3.3333333333333335,1.5,1.6666666666666667,4,1,13
2,2,2,3,1,2,2,1,4,4,10,2,2,1,4,2,2,2,1,2,2,2,2,1,2,1,1,2,2,1,2,2,1,2,1,2,1,2,1,7,2,2,10,2003,2,12,2,5,1,1,2,1,1,26,44,1,7,1,1,2,1,2,3,1,4,21,1,4,1,4,1,2,3.3333333333333335,1.75,1.6666666666666667,3,1,16
5,3,2,1,2,2,2,1,4,2,4,3,1,1,4,2,1,1,1,1,1,1,2,2,6,1,1,4,1,4,4,4,1,1,1,1,1,2,1,5,1,1,9,2007,1,8,2,4,1,1,2,1,1,40,41,1,9,1,1,2,1,1,4,1,3,13,3,5,1,4,NA,6,2.6666666666666665,1.25,2,7,0,12
